Composite.Element.REF	TCGA-OR-A5J2-01	TCGA-PA-A5YG-01	TCGA-OR-A5JV-01	TCGA-OR-A5JT-01	TCGA-OR-A5JR-01	TCGA-OR-A5JP-01	TCGA-OR-A5J6-01	TCGA-OR-A5J8-01	TCGA-OR-A5J3-01	TCGA-OR-A5J9-01	TCGA-OR-A5J7-01	TCGA-OR-A5K1-01	TCGA-OR-A5JY-01	TCGA-OR-A5JS-01	TCGA-OR-A5K6-01	TCGA-OR-A5K8-01	TCGA-OR-A5K3-01	TCGA-OR-A5JA-01	TCGA-OR-A5K0-01	TCGA-OR-A5K5-01	TCGA-OR-A5K4-01	TCGA-OR-A5JW-01	TCGA-OR-A5KU-01	TCGA-OR-A5KO-01	TCGA-OR-A5LS-01	TCGA-OR-A5LT-01	TCGA-OR-A5LG-01	TCGA-OR-A5LN-01	TCGA-OR-A5LO-01	TCGA-OR-A5LP-01	TCGA-OR-A5LK-01	TCGA-OR-A5LJ-01	TCGA-OR-A5LD-01	TCGA-OR-A5LL-01	TCGA-OR-A5LM-01	TCGA-OR-A5KZ-01	TCGA-OR-A5KY-01	TCGA-OR-A5KX-01	TCGA-OR-A5KW-01	TCGA-OR-A5LH-01	TCGA-PK-A5H8-01	TCGA-PK-A5HA-01	TCGA-OU-A5PI-01	TCGA-OR-A5JZ-01	TCGA-PK-A5H9-01
CCNB1|Cyclin_B1	0.748728938	0.408498158	0.171760528	-0.350603296	0.199676146	1.023488804	0.623838432	0.948270817	0.090033297	-0.106230375	0.946172994	0.210149864	0.940126917	1.103966869	-0.141547455	0.626073699	0.43897169	1.671368646	0.630530603	0.825366368	0.704012467	-0.326338651	-0.608322611	3.56733627	0.471275662	0.643835856	0.547361774	-0.145674015	0.943753679	0.436901447	0.000224762	2.247587486	2.034183206	-0.66873486	0.903168869	2.658097337	1.229973782	-0.26227288	0.596567629	0.140302649	0.315906576	0.371556308	0.327041815	-0.152347006	-0.258337368
CCND1|Cyclin_D1	-0.087519529	-0.164008259	-0.213972043	-0.055229703	-0.115172147	-0.157768006	-0.165932669	-0.084711634	-0.189887662	-0.170839659	-0.123880985	-0.128619973	0.158409775	-0.032299859	-0.111830234	-0.169265304	-0.204314131	-0.214840529	-0.087611703	-0.102934482	-0.154086288	-0.223258795	-0.030412143	-0.150522299	-0.159426002	-0.130733931	-0.148940407	-0.099623427	-0.13371539	-0.142193979	-0.023538894	-0.065289908	-0.133294383	-0.169803492	-0.199953233	-0.129828557	-0.191501988	-0.047051955	-0.182708276	-0.103485867	-0.124444414	-0.108989292	-0.36415745	-0.13234132	0.01708642
CCNE1|Cyclin_E1	-0.200922855	-0.711230966	0.612079635	-0.73239088	-0.299813005	0.739586649	-0.236326799	-0.820844846	0.041747249	0.941638949	0.620669	0.386993912	0.087991681	1.138796859	-0.113736858	0.638395847	0.803360669	1.318299913	0.34653664	0.67213379	1.671572098	-0.085880431	0.15127792	0.882742741	0.289174776	0.22663247	-0.084540342	-0.69087606	1.502512798	-0.434696455	-0.482596996	0.554356013	1.199648764	-0.775269745	0.947313872	0.718004369	0.963958861	1.113882109	0.070210282	-0.220462367	1.648552702	-0.345330338	0.017990796	0.879908386	0.232594274
PARK7|DJ-1	0.620384119	0.761466197	0.62253639	0.770065465	0.63723101	0.875321826	1.082739549	0.203911474	1.051669701	0.562582716	0.839321736	1.018892359	0.493302361	1.300321739	0.860850952	0.765343161	1.014601481	0.925654351	1.271063046	0.597784011	1.570220916	0.842133554	0.506498012	0.795094859	0.919219153	0.623847032	1.048266529	0.866116751	0.921224227	1.193989785	0.669557733	0.85933637	0.984094302	1.722689374	1.107142834	0.636119999	1.215725609	0.415797693	0.969986967	0.907156936	0.942256871	0.500340487	0.775057957	0.928902143	0.910005567
DVL3|Dvl3	0.553177524	0.398061106	0.374656776	-0.005925832	0.098796119	0.859425808	0.310220996	0.413888721	0.37114393	0.809700509	0.635033628	-0.083690229	0.692579371	-0.137264587	0.257645641	0.354548833	0.328763011	0.47471226	0.536774246	0.856353001	-0.107069859	0.30476965	0.284247726	0.865967645	0.755566373	0.164982092	0.601158323	0.236824615	0.887326959	0.598260323	0.348470693	1.0444766	1.260064721	0.012571443	0.645318735	0.507894467	0.712169573	0.645655058	0.326145186	0.294356901	0.384606286	0.332709424	0.646028741	-0.062616926	0.243195324
CDH1|E-Cadherin	-1.404803862	-0.222944643	-1.351959047	-1.674617194	-1.228882737	-1.225335881	-0.188208478	-2.543121989	-1.914668627	-1.850537147	-1.608841301	-1.133542413	-1.821172873	-2.236264098	-2.025165652	-1.26017282	-1.088039739	-1.769618211	-2.08886815	-2.217094941	-1.723361594	-1.732043205	-2.163556107	-2.233364166	-1.409208245	-1.694680959	-0.966200582	-1.346883197	-1.461541394	-0.485244884	-1.333416304	-1.941621626	-1.717582497	-2.041891937	-1.739743808	-2.134924463	-1.833641173	-1.432241628	-2.131839354	-1.13105422	-1.404359692	-1.02369336	-2.011578471	-1.592470511	0.249017411
EEF2|eEF2	0.293570264	0.088651756	0.216264243	-0.060868875	0.217084101	0.808801045	-0.002786949	0.053108799	0.470301243	0.518152132	0.390157392	0.264526599	0.251211271	0.680822426	0.359562442	0.584152065	0.476180202	0.499233717	0.344711098	0.992650481	0.585508213	0.291380619	0.171775882	0.529694409	0.357527746	0.435599208	0.443648596	0.225265954	0.582187544	0.347427912	0.180587806	0.648912882	0.612837904	0.216264243	0.567327926	0.967038602	0.535559244	0.052540846	0.767275173	0.345603327	0.813612586	0.351029544	0.075982434	0.150882945	0.301694642
EEF2K|eEF2K	-0.361902783	0.16819198	-0.186490573	-0.234867927	0.669358192	-0.232945653	-0.145077621	-0.397813439	1.622143529	0.245132858	0.579521723	0.599185601	-0.473785518	0.091931077	0.408875588	1.06591346	0.424661987	0.459741967	0.384794733	0.033410658	0.693350906	0.775835971	-0.13283374	1.245305471	0.710328668	0.398259654	0.559774905	0.205802854	1.30543876	0.408875588	-0.123420005	0.158753813	0.259001917	-0.159300241	1.214996769	0.401152518	0.701023663	0.401737378	1.458400273	-0.218961502	-0.076632374	-0.197356879	0.83863467	-0.41716916	0.017159432
EGFR|EGFR	-0.026614593	0.295402782	-0.038208055	0.117701648	0.106644469	-0.168873123	0.216198634	0.023247322	0.652418514	-0.036110406	0.510370719	-0.00424719	0.299572446	0.233360721	0.006920062	0.650720817	-0.069112195	0.999436137	-0.371180397	0.196424228	-0.021994856	1.023724693	0.189325606	0.393973224	0.582748356	0.057228333	0.349710255	0.08988983	0.619576969	0.374684682	0.12186747	0.167897013	-0.073143731	1.174847574	0.379813857	0.560883385	0.252517324	0.17065181	0.994700112	0.112774898	0.593484643	0.006938667	0.220858813	-0.011071017	-0.38397523
EGFR|EGFR_pY1068	-1.552180729	-0.709197765	-1.458459533	-1.481449059	-1.372512838	-1.200711929	-0.482495388	-1.567111002	-1.426715801	-1.706128642	-1.322135037	-1.436904805	-1.435099482	-1.825839863	-1.778736007	-1.180274798	-1.327214976	-0.357035974	-2.024639295	-1.478606695	-1.765600618	-1.18889845	-1.584308376	-1.407449487	-1.301967392	-1.399026119	-1.115252962	-1.541465807	-1.148659282	-0.872376901	-1.438820422	-1.486475895	-1.637954524	-1.081084947	-1.467889996	-1.740371573	-1.343622709	-1.330023962	-0.5254377	-1.113653371	-1.378523397	-1.302365872	-2.347242792	-1.425571324	-1.159769178
EGFR|EGFR_pY1173	0.601681382	0.546427116	0.647224614	0.784591001	0.587317496	0.556823214	0.578374355	0.446328021	0.491905656	0.646366734	0.566262129	0.571279338	0.526675224	0.636975699	0.699111245	0.580567963	0.559618697	0.594610671	0.515681502	0.521805643	0.783878417	0.505193414	0.810526661	0.522007906	0.607008852	0.593152191	0.520023562	0.582727499	0.659161307	0.667933343	0.659020952	0.672670438	0.546192508	0.605739436	0.601136766	0.722354633	0.456686617	0.603246082	0.668174279	0.744001954	0.621966585	0.702828862	-0.302520023	0.587421037	0.422023878
EIF4E|eIF4E	0.410349448	0.003430291	0.577324875	0.474410671	0.52299427	0.224493633	0.205397782	0.415278843	0.478723076	0.683012269	0.318615256	0.054046756	0.179722422	0.213193723	0.49624289	0.200509399	0.137004368	0.529540375	-0.066168038	0.305009599	0.855672701	0.354527711	0.471804847	0.613187539	0.467214523	0.570984469	0.129584607	0.21346888	0.563934791	0.218570656	0.334017604	0.201742699	-0.665632892	0.413473936	0.681712868	0.424582436	0.347717595	0.181050031	0.630520579	0.511939325	0.258931428	0.330693631	0.365054745	0.401406766	0.358997982
ESR1|ER-alpha	-1.021471283	-0.444787908	-1.157489859	-1.212692658	-1.092103354	-1.030936098	-0.279651326	-1.514134909	-1.830610159	-1.46002938	-1.415548586	-1.170472596	-1.390626463	-1.672292796	-1.421435331	-1.211293575	-1.123212491	-1.531626786	-1.715782106	-1.651933086	-1.617927207	-1.277608074	-1.276125353	-1.939328847	-1.125259952	-1.375515876	-0.863629971	-1.077696879	-1.174809173	-0.658125468	-0.721667146	-1.533876108	-1.015272772	-1.513753697	-1.419393755	-1.220502175	-1.696470905	-0.721684467	-1.751721612	-0.930351721	-1.257157887	-0.843958516	-1.171394625	-1.386972316	-0.887788598
ESR1|ER-alpha_pS118	0.044546377	0.115707128	0.118743504	-0.000359755	0.055052425	-0.023037381	0.140313486	-0.155234784	0.003427118	0.060774775	-0.100416461	0.042401163	0.009864538	0.118588964	0.028595283	0.096057072	0.014562321	-0.065149159	-0.065095494	-0.076043165	0.148111149	-0.021752018	-0.076316084	-0.163000834	0.02075735	0.08616737	0.047864059	0.040740599	0.042498201	0.141496044	0.025641874	-0.026908477	0.07041644	-0.201117452	0.06753465	0.09049344	-0.054033428	0.106996129	-0.01135355	0.110838322	0.06524248	0.061687071	-0.005321312	-0.026628397	-0.102199449
MAPK1|ERK2	1.349135405	0.209969332	0.510502521	0.467224381	0.197303505	0.721496908	0.381795152	0.816466861	0.606610324	0.660232688	0.460193855	0.370040903	1.626573594	1.890795495	1.665085373	0.542183219	0.474967901	0.723264773	1.454831227	1.062189756	1.026701617	0.496286154	0.277439758	0.816364847	0.451602689	0.556389439	0.992569165	0.489471592	0.964045081	0.371900065	0.434792666	1.30788369	1.327463383	1.808288996	0.369507927	1.174167689	1.450495183	0.519065786	1.298294939	0.723755953	0.167168531	0.334052358	1.097367888	0.1898675	0.67059077
FN1|Fibronectin	0.234666669	-1.109891758	-0.8066669	-0.223680502	-1.405267917	-0.420046224	-0.953380117	0.641920595	-0.467504213	-0.252483099	-0.459821829	-0.600687664	-0.040069481	-0.273990978	-0.371202187	-0.467890877	-0.193079756	0.461952194	-0.692602968	0.061773213	-0.798574609	-0.710561771	0.267564777	-0.186346903	-0.185917259	-0.956694194	-0.88386984	-1.296261082	-0.037916082	-0.389643997	-0.573610951	-0.117350451	0.081779792	-0.323036291	-0.89591742	0.196914009	0.036648841	0.779347591	-0.168736365	-1.181023387	-0.553582255	-0.423256617	0.243879865	0.14057313	-0.388181168
FOXO3|FOXO3a	-0.226946557	0.156539357	-0.188425614	-0.156929712	-0.24620712	-0.342826259	0.255820794	-0.440685805	-0.637056927	-0.462574746	-0.501242376	-0.325303625	-0.418429754	-0.666399761	-0.538057943	-0.314136731	-0.134473296	-0.576999523	-0.608942651	-0.813213057	-0.509787067	-0.515125638	-0.525831517	-0.783824575	-0.251643411	-0.43231232	-0.084752098	-0.240339332	-0.437452494	0.05903519	-0.280348841	-0.649700191	-0.423341999	-0.55443724	-0.467257757	-0.361133826	-0.517351201	-0.408108145	-0.748698904	-0.152050823	-0.465466855	-0.195522391	-0.482458049	-0.290915857	-0.324280358
GAB2|GAB2	1.189112416	0.373514313	1.032091798	0.551673296	0.453956054	0.712087369	0.656097167	1.379620454	0.311776647	1.292961966	1.77673719	0.318525102	0.776298047	0.899991141	0.502744498	0.251633345	0.512667951	0.520104243	1.025378974	1.175317477	0.273321531	0.65139333	1.131915853	1.004997964	0.862487969	0.824262677	0.567300059	0.606061625	1.45584574	0.715297259	0.706751186	1.160840191	0.45679989	-0.075906247	0.55178418	0.240519305	0.98791878	1.460996378	0.497885357	0.384474643	0.288327504	1.204870617	1.126612076	-0.089402305	1.28861851
GATA3|GATA3	1.029697917	0.966557985	0.184155118	0.153022483	0.136195507	1.073321938	1.018254091	-0.399991488	-0.148317446	1.112528467	1.027717767	0.555228478	-0.00682529	0.083159476	-0.058353606	0.528086247	0.54175469	-0.083038323	-0.201777537	0.499714036	0.012496655	-0.050629969	-0.188320205	-0.27347066	0.181772127	-0.013666904	0.753560425	0.538986072	-8.79E-05	0.885368833	0.108425462	0.662260605	0.784572552	-0.192988956	-0.060687909	-0.145357521	-0.031765107	0.546886743	-0.02518221	0.161311904	0.02638982	0.094562828	0.013640156	0.074446197	0.532282546
GSK3A GSK3B|GSK3-alpha-beta	0.723241903	0.255345556	0.790810487	0.405770899	0.610959159	0.767638018	0.210604369	0.538846503	0.847692993	1.090122675	0.812817666	0.492080978	0.517297312	0.842942	0.80781456	0.715834026	0.770247031	0.814017359	0.599418286	1.052590325	0.919631076	0.52221629	0.585388242	1.038863056	0.687355271	0.884786288	0.772000767	0.587300636	0.603689225	0.578968453	0.462160677	0.951272267	1.048179669	0.625407147	0.740824904	1.002938024	0.94524062	0.602118278	0.594090473	0.470795604	0.823401053	0.768577952	0.703744821	0.527465609	0.58888369
GSK3A GSK3B|GSK3-alpha-beta_pS21_S9	0.316870942	1.085170311	0.536518259	1.090727095	1.918494128	1.994300496	1.222280246	1.083080564	2.457956153	1.313925106	2.074322395	2.124430068	0.662406649	1.220333299	1.882947414	1.97608537	1.267944999	2.32482389	1.186945151	2.023135645	0.80697561	2.108762006	1.01165991	2.686764743	0.67568396	2.598105137	2.698787118	1.630399085	0.721751834	0.764689266	1.398592021	0.281672063	0.030341273	2.379001395	1.557502717	-0.190641447	2.288755041	0.851411254	1.60371578	0.946364721	1.458033711	1.863300111	1.540425003	1.288808736	2.049931093
ERBB2|HER2	-0.458637715	-0.503913879	-0.678852398	-0.556840416	-0.592598202	-0.697358662	-0.484080458	-0.260631824	-0.627950608	-0.493210861	-0.889860961	-0.632237405	-0.652873195	-0.687825107	-0.531673253	-0.596936403	-0.491506817	-0.495334386	-0.499680028	-0.822435334	-0.605737344	-0.712418827	-0.325710831	-0.641378962	-0.463857541	-0.631918597	-0.439600245	-0.684216378	-0.639477271	-0.401842847	-0.618044328	-0.64128543	-0.426640624	-0.500967522	-0.540463293	-0.806845832	-0.559621199	-0.555107747	-0.559532358	-0.407261431	-0.49400484	-0.549299512	-0.116937716	-0.413776278	-0.049075431
ERBB2|HER2_pY1248	-0.545859434	-0.084534726	-0.300861761	-0.449318951	-0.454088238	-0.471694349	0.129787776	-0.434068898	-0.548899677	-0.646115946	-0.514974232	-0.556600431	-0.443092338	-0.76217124	-0.647311688	-0.432456949	-0.436013775	-0.062901263	-0.724861381	-0.598342901	-0.564478838	-0.558928607	-0.405325214	-0.641388345	-0.41432005	-0.592125074	-0.346911463	-0.606358986	-0.445491391	-0.165175713	-0.513382833	-0.572142293	-0.610380156	-0.472823136	-0.596768896	-0.653602771	-0.527484991	-0.54803802	-0.202356679	-0.282000495	-0.573287864	-0.412192196	-0.528812304	-0.338682518	-0.180619465
ERBB3|HER3	-0.125313023	0.1553543	0.029489011	-0.125744967	-0.127289944	-0.152719671	0.437871787	0.269349087	0.149490041	0.011880789	0.209164447	-0.130248997	0.698321736	-0.307486601	-0.171596639	-0.048173555	0.823192145	-0.041977311	-0.018001633	-0.020966367	-0.014087735	-0.167625681	0.077270665	-0.234818548	1.094699024	-0.300940228	0.039717006	0.042045366	0.16376093	0.03986214	-0.018658838	-0.081385429	0.006858094	-0.288511524	0.656965761	0.297413958	-0.261192774	0.026921107	-0.190301299	0.877935663	0.083369169	-0.048038143	-0.029956187	0.410220351	1.662888728
ERBB3|HER3_pY1298	0.468322601	0.468304751	0.468851272	0.57218756	0.506225674	0.336043602	0.509043566	0.371815099	0.415841188	0.371285797	0.456213124	0.497379694	0.50509355	0.573832846	0.439841237	0.385721437	0.462767654	0.516497288	0.512969136	0.529711269	0.62767123	0.479859951	0.555100479	0.723455284	0.435772894	0.445229675	0.489821952	0.479905952	0.336741084	0.644270024	0.511844542	0.522943469	0.456400424	0.377854825	0.40048791	0.498279548	0.384588661	0.474429229	0.6299237	0.562952509	0.59920258	0.577585065	0.43416995	0.4394131	0.701372594
HSPA1A|HSP70	0.544107061	-0.004502809	0.255396718	0.534006478	-0.037870831	0.133270692	0.329616769	1.180088333	-0.372566605	0.121368984	-0.289428528	0.178628798	1.120459559	-0.018720657	0.134131156	-0.183120676	0.175872399	-0.156404071	0.691299717	-0.005664253	-0.048301759	-0.291227483	0.444653082	-0.211437029	0.765735872	0.523344127	0.007894453	0.341431855	0.707828295	0.071656827	1.001495293	-0.037489554	0.50256181	-0.199569013	0.075095172	0.546370476	-0.41258349	0.80123297	0.263911155	0.606155756	-0.052114959	0.620181088	0.212339174	0.23793619	0.328274438
IGFBP2|IGFBP2	-0.087974142	0.106636741	0.060566838	0.082196177	-0.190959375	2.220792687	0.911780921	0.755419172	-0.225982724	-0.249828657	0.376190105	-0.096364032	0.479535494	-0.476030083	-0.198799298	-0.081215431	0.037369051	0.567597566	0.713827192	0.186738344	0.745671713	-0.298012638	2.317345643	0.188706007	-0.029783301	-0.576251738	0.5107476	-0.315709273	0.311810045	0.061361822	0.089046751	0.052705513	0.4144218	0.148308674	-0.144690422	0.935445457	-0.385947895	2.792185633	0.044603664	0.342932378	-0.117899357	0.232567742	-0.473833342	-0.067482158	-0.460443766
INPP4B|INPP4B	1.01867013	0.634723102	1.109082288	0.034417937	-0.279782301	-0.309784572	0.600615844	-1.144034121	-0.763833792	-0.112848389	-0.637522792	-0.431606106	-0.484785145	-0.715662654	-0.5355489	-0.62521274	-0.169617059	-0.723558324	-0.124966334	-0.737552339	0.705558199	-1.016064523	-0.222147358	-1.036236278	-0.387326525	-0.910697313	-0.26115186	-0.488165512	-0.252584198	0.511436712	-0.359531749	-0.566459065	-0.646063067	-1.165032524	-0.514383212	-0.983479688	-0.838487965	-0.560455266	-0.863398519	-0.197709123	-0.703751939	-0.282643466	-0.229303152	-0.412695036	-0.22114647
IRS1|IRS1	-0.353466832	-0.38994381	-0.412028063	-0.381196057	-0.483327512	-0.815249784	-0.610413755	-0.468456845	-0.139490775	-0.448586595	-0.027622707	-0.681060339	-0.517365675	0.119040017	-0.275902553	-0.595778157	-0.220145211	-0.837814719	-0.719931967	-0.686984519	-0.492406708	-0.249264233	-0.416478927	-0.137942847	-0.368198145	-0.39370748	-0.268185866	-0.515020047	-0.344951647	-0.244922325	-0.526685672	0.084240302	-0.468901136	0.308618679	-0.453362249	-0.362070253	-0.510770098	-0.722157197	-0.719931967	-0.442101584	-0.308854194	-0.493046502	-0.381639627	-0.666221509	-0.512749879
MAPK8|JNK_pT183_Y185	-0.254890347	0.02823752	-0.173316036	-0.069182985	-0.394638609	-0.452564456	0.045774768	-0.180494541	-0.478094983	-0.295168741	-0.280454651	-0.213903157	-0.358115715	-0.547440387	-0.387218241	-0.310842932	-0.258256159	-0.26222988	-0.202908843	-0.394388245	-0.436410492	-0.027994672	-0.307773228	-0.150353392	-0.307733036	-0.143137132	-0.306892344	-0.235003412	-0.306250283	-0.112265031	-0.218594021	-0.527782514	-0.340246569	-0.722329041	-0.23072855	-0.224656682	-0.414485861	-0.26869662	-0.380629615	-0.233375956	-0.319918793	-0.163570105	-0.204734405	0.174040748	-0.013808083
MAPK9|JNK2	0.605099386	0.448254172	0.872314463	0.634415614	0.836864285	0.669955047	0.373873019	-0.423176555	0.702769607	0.456247825	0.720831771	0.807261013	0.868731967	0.739768878	0.580593988	1.035183216	1.13108232	0.560736091	0.509939559	0.653073507	0.808300046	2.020472868	0.611566897	1.145751364	0.967441923	1.173446543	0.606995475	0.517553096	1.049794417	0.831104306	0.946443681	1.018842809	-0.119959304	0.92977061	1.132174076	0.211317196	0.680764471	-0.016684402	0.946501713	1.210647362	1.361455997	0.652557808	0.861473168	1.099425565	0.718119862
XRCC5|Ku80	1.678047933	1.438962124	1.316403876	1.104107195	1.146893741	1.577122236	1.640378452	0.999271282	1.498848215	1.764145631	1.41993218	1.593124951	1.617469192	1.473183146	1.860665281	1.592914759	1.300201314	1.587837394	1.546099096	1.912026125	1.304582079	1.452134105	1.071825416	1.267926821	1.429739566	1.346099143	1.710818089	1.359261956	1.738941008	1.533291426	1.522103202	2.175077497	2.014418414	1.738344827	1.300730572	2.280682164	1.638830714	1.561102452	1.5611148	1.55282648	1.671768794	1.461206765	1.570101152	1.13747895	1.545682992
LCK|Lck	-0.09196098	-0.03638154	0.205586761	0.338635184	0.018037462	-0.175732319	-0.143570327	0.299551285	-0.622544229	-0.434419195	-0.636371804	-0.249769433	-0.127277264	-0.066511279	-0.130980896	-0.494722899	-0.413479095	-0.481337054	-0.43571367	-0.460459918	-0.251355106	-0.545275578	-0.105108315	-0.42989854	-0.100219822	-0.460937145	-0.25515779	0.151803677	-0.521662679	-0.086718818	0.229111946	-0.162776366	-0.161774191	-0.278153111	-0.133433172	-0.295702393	-0.698975657	0.109625959	-0.610750341	0.051910826	-0.242334698	-0.192812684	0.005123827	0.162677052	-0.353413246
STK11|LKB1	0.565079447	0.310117254	0.765338053	0.658339332	0.414305352	0.531073751	0.3159825	0.651472905	0.440535123	0.738395414	0.473927816	0.485417862	0.548020354	0.588158312	0.60358862	0.541323474	0.676339161	0.471543686	0.597945855	0.435463202	0.752133663	0.485417862	0.742500845	0.485417862	0.777189995	0.640181877	0.509936674	0.53021387	0.676443236	0.55099212	0.575295678	0.47434144	0.715185563	0.642295803	0.673427193	0.79052219	0.518001311	0.670327775	0.49755343	0.618034348	0.58214932	0.596658632	0.572563109	0.640878348	0.409945251
MAPK1 MAPK3|MAPK_pT202_Y204	-0.41249725	-0.180970618	-0.552003444	-0.165149149	-0.634759746	-0.634840805	0.142076483	1.55677457	-0.403594892	-0.64120271	-0.301726916	-0.542823349	-0.089873597	-0.800053363	-0.738372703	-0.609055823	-0.419916539	-0.003029228	-0.966281886	-0.215542638	-0.791666977	0.284888442	0.255606893	-0.8613888	-0.505534629	-0.847675603	-0.479617368	-0.679440442	-0.386796476	-0.253526869	-0.499018451	-0.774673995	-0.729930575	-0.956668159	-0.529495362	-0.905224609	-0.462127627	-0.699513156	-0.64210384	-0.263874089	-0.72617697	-0.21614873	-0.613430504	-0.489873043	-0.484139257
MAP2K1|MEK1	0.639732191	-0.064564189	0.595840288	-0.012313833	-0.274989578	0.441312703	0.507346172	0.745833431	1.023674271	0.407673055	0.824659283	-0.712123804	1.502166017	0.381995199	0.321843166	0.103286711	0.816094657	0.910514595	-0.359044841	0.587307799	0.368867993	0.759551681	1.060529942	0.450466335	0.850063629	0.614759618	0.26787689	-0.513660001	1.145603377	0.388080511	-0.03989806	0.676661077	-0.991195416	0.545735561	0.945035222	0.144883334	1.175130992	-0.599089306	0.303716458	0.379493048	0.112853814	0.388272689	0.434331964	0.457508323	0.449113396
MAP2K1|MEK1_pS217_S221	-0.101332656	-0.676911625	-0.302676297	0.190065505	-0.374564126	-0.482423738	-0.624542253	0.47155988	-0.358782147	-0.173229402	-0.464756392	-0.249106634	-0.306139416	-0.20390694	-0.135609506	-0.417068557	-0.33431186	-0.392966893	-0.391310191	-0.128560528	-0.024838551	-0.185380184	0.181728645	-0.36926218	-0.298726792	-0.35125279	-0.470507127	-0.248183344	-0.215922802	-0.29997307	-0.232725372	-0.386206036	-0.066420183	-0.501956445	-0.227231524	-0.069426799	-0.366125458	-0.065540512	-0.290027013	-0.103032558	-0.406364765	-0.079751363	-0.19182599	-0.307675787	-0.470864989
ERRFI1|MIG-6	0.523386327	0.689693698	0.236729403	0.271132139	0.465043542	0.578315846	0.602712154	-0.193015155	0.382216226	0.685683424	0.220216611	0.563638545	0.286198573	0.472391796	0.355912272	0.575615756	0.516720558	0.394307722	0.800380076	0.363277167	0.452276507	0.260779589	0.081340391	0.24562624	0.366392982	0.412014784	0.60123929	0.344676251	0.397118147	0.545313712	0.257086333	0.364550375	0.563706263	0.477332301	0.338989513	0.641969853	0.407919955	0.608872607	0.527305766	0.32921334	0.490896895	0.381256061	0.266994491	0.491583991	0.230943895
MRE11A|Mre11	0.305923656	0.253762431	0.350023185	0.411285073	0.224361115	0.181532255	0.339439251	0.276584227	0.098890472	0.21562151	0.163927018	0.193995097	0.258362516	0.206590937	0.256300716	0.195459492	0.223836718	0.125301507	0.142380612	0.106199971	0.283546797	0.138600978	0.41828661	0.091808561	0.339426349	0.179015525	0.218232095	0.198746818	0.222151319	0.273768188	0.28587547	0.183551158	0.347411392	0.092882474	0.255000514	0.353386729	0.119105647	0.344644791	0.169813843	0.316104929	0.170678783	0.321702837	0.200330943	0.269044693	0.160040071
MTOR|mTOR	1.205279834	0.500276646	0.96630397	0.860395575	1.311764014	1.734932083	0.799486272	1.219708958	1.182993454	1.694668155	1.491770071	1.425270172	1.200356701	1.031374294	1.670223005	1.33133617	1.303723233	1.343705573	1.71341505	1.229484959	1.550867822	1.359352644	0.714178483	0.607345467	1.320654685	1.511296543	1.067863058	1.325378199	1.408346671	1.005868674	1.182038881	1.347012445	1.676928316	1.134367661	1.381822529	1.354637253	1.215810663	0.975801417	0.946858705	1.274837416	1.43878853	1.061503323	1.142510253	1.196210619	1.174310141
MTOR|mTOR_pS2448	-0.646441857	-0.34103125	-0.654131369	-0.589039668	-0.248604328	-0.194430385	-0.163939482	-0.450490481	-0.18378676	-0.55644693	-0.210930514	0.167496027	-0.51211585	-0.669199461	-0.390783267	-0.195655177	-0.548280286	-0.225972415	-0.738654033	-0.340415116	-0.682343262	0.114097482	-0.638840296	-0.631555063	-0.414141947	-0.318537791	-0.097947109	-0.198221137	-0.574448518	-0.214621403	-0.136279801	-0.441318481	-0.623765202	-0.341006802	-0.355731067	-0.947658588	-0.604483202	-0.839822854	-0.446235665	0.082467687	-0.448103297	-0.56316927	-0.311623559	-0.374929847	-0.339517441
CDH2|N-Cadherin	-0.245333447	-0.180618426	-0.250742963	0.049464689	-0.003680996	-0.298475084	-0.245564664	-0.136975122	-0.451487981	-0.317257797	-0.466023513	-0.039674582	0.144816031	-0.092011979	-0.210473117	-0.357906505	-0.201846436	-0.528008587	0.130086549	-0.016705649	-0.304000185	-0.066377581	0.005533708	-0.54082602	-0.192516036	-0.275970839	-0.047908504	-0.101097612	-0.426212524	-0.15901687	0.057779486	-0.166861383	-0.207710496	-0.086716137	-0.218060268	-0.193613735	-0.486014206	-0.272983137	-0.525533068	-0.074108476	-0.231888145	-0.168530475	-0.245333447	-0.250352855	-0.20451897
NFKB1|NF-kB-p65_pS536	0.02361563	0.206386809	-0.768578649	0.880305685	0.026551371	-0.050213206	-0.02117593	0.367814041	0.3813793	-0.515278035	0.698449733	-0.375085476	-0.263547607	-0.751154796	-0.678458739	-0.289666195	-0.433892672	-0.497666999	0.216064103	-0.555682883	-0.926456673	0.402886383	0.166096745	-0.553583323	-0.564994424	0.428478378	0.157321473	0.087240918	-0.630334837	-0.185079668	0.303373074	-0.909687591	-0.658707534	1.276961976	-0.095431947	-0.39532096	-0.748915836	0.082212764	-1.020906348	-0.183413184	-0.530953701	1.412664162	-0.217368134	0.969690116	0.963844589
