Composite.Element.REF	TCGA-OR-A5J2-01	TCGA-PA-A5YG-01	TCGA-OR-A5JV-01	TCGA-OR-A5JT-01	TCGA-OR-A5JR-01	TCGA-OR-A5JP-01	TCGA-OR-A5J6-01	TCGA-OR-A5J8-01	TCGA-OR-A5J3-01	TCGA-OR-A5J9-01	TCGA-OR-A5J7-01	TCGA-OR-A5K1-01	TCGA-OR-A5JY-01	TCGA-OR-A5JS-01	TCGA-OR-A5K6-01	TCGA-OR-A5K8-01	TCGA-OR-A5K3-01	TCGA-OR-A5JA-01	TCGA-OR-A5K0-01	TCGA-OR-A5K5-01	TCGA-OR-A5K4-01	TCGA-OR-A5JW-01	TCGA-OR-A5KU-01	TCGA-OR-A5KO-01	TCGA-OR-A5LS-01	TCGA-OR-A5LT-01	TCGA-OR-A5LG-01	TCGA-OR-A5LN-01	TCGA-OR-A5LO-01	TCGA-OR-A5LP-01	TCGA-OR-A5LK-01	TCGA-OR-A5LJ-01	TCGA-OR-A5LD-01	TCGA-OR-A5LL-01	TCGA-OR-A5LM-01	TCGA-OR-A5KZ-01	TCGA-OR-A5KY-01	TCGA-OR-A5KX-01	TCGA-OR-A5KW-01	TCGA-OR-A5LH-01	TCGA-PK-A5H8-01	TCGA-PK-A5HA-01	TCGA-OU-A5PI-01	TCGA-OR-A5JZ-01	TCGA-PK-A5H9-01
EEF2K|eEF2K	-1.333	-0.3214	-0.9983	-1.0906	0.635	-1.0869	-0.9193	-1.4016	2.4532	-0.1746	0.4635	0.5011	-1.5465	-0.467	0.1379	1.3917	0.168	0.2349	0.0919	-0.5786	0.6808	0.8382	-0.8959	1.7341	0.7132	0.1176	0.4258	-0.2497	1.8488	0.1379	-0.8779	-0.3394	-0.1481	-0.9464	1.6762	0.1231	0.6954	0.1243	2.1407	-1.0603	-0.7886	-1.019	0.958	-1.4385	-0.6097
EGFR|EGFR	-0.8147	0.112	-0.8481	-0.3994	-0.4312	-1.2241	-0.1159	-0.6712	1.1394	-0.8421	0.7306	-0.7504	0.124	-0.0666	-0.7182	1.1345	-0.937	2.1381	-1.8063	-0.1729	-0.8014	2.208	-0.1933	0.3957	0.9389	-0.5734	0.2683	-0.4794	1.0449	0.3402	-0.3874	-0.255	-0.9486	2.6429	0.3549	0.876	-0.0114	-0.247	2.1245	-0.4136	0.9698	-0.7182	-0.1025	-0.77	-1.8432
EGFR|EGFR_pY1068	-0.5208	1.7708	-0.266	-0.3285	-0.0324	0.4347	2.3871	-0.5614	-0.1797	-0.9393	0.1046	-0.2074	-0.2025	-1.2647	-1.1367	0.4902	0.0908	2.7282	-1.8052	-0.3208	-1.101	0.4668	-0.6081	-0.1273	0.1594	-0.1044	0.667	-0.4917	0.5762	1.3272	-0.2126	-0.3422	-0.754	0.7599	-0.2916	-1.0324	0.0462	0.0831	2.2704	0.6713	-0.0487	0.1583	-2.6822	-0.1766	0.546
EGFR|EGFR_pY1173	0.1193	-0.2282	0.4057	1.2697	0.0289	-0.1628	-0.0273	-0.8578	-0.5711	0.4003	-0.1035	-0.0719	-0.3525	0.3413	0.7321	-0.0135	-0.1453	0.0748	-0.4216	-0.3831	1.2652	-0.4876	1.4328	-0.3818	0.1528	0.0656	-0.3943	0.0001	0.4808	0.536	0.4799	0.5658	-0.2297	0.1448	0.1159	0.8783	-0.7926	0.1291	0.5375	1.0144	0.2469	0.7554	-5.5676	0.0296	-1.0107
EIF4E|eIF4E	0.2615	-1.4082	0.9466	0.5243	0.7237	-0.5012	-0.5795	0.2817	0.542	1.3803	-0.1149	-1.2006	-0.6849	-0.5475	0.6139	-0.5996	-0.8602	0.7505	-1.6938	-0.1708	2.0888	0.0324	0.5136	1.0938	0.4948	0.9206	-0.8906	-0.5464	0.8917	-0.5255	-0.0517	-0.5945	-4.1536	0.2743	1.375	0.3199	0.0045	-0.6794	1.1649	0.6783	-0.3598	-0.0654	0.0756	0.2248	0.0508
ESR1|ER-alpha	0.6115	2.2242	0.2311	0.0767	0.414	0.585	2.6861	-0.7663	-1.6513	-0.6149	-0.4906	0.1948	-0.4209	-1.2086	-0.507	0.0807	0.327	-0.8152	-1.3302	-1.1516	-1.0565	-0.1048	-0.1006	-1.9553	0.3213	-0.3786	1.0529	0.4543	0.1827	1.6276	1.4499	-0.8215	0.6288	-0.7652	-0.5013	0.0549	-1.2762	1.4499	-1.4307	0.8663	-0.0476	1.1079	0.1922	-0.4106	0.9854
ESR1|ER-alpha_pS118	0.3218	1.178	1.2145	-0.2185	0.4482	-0.4914	1.4741	-2.082	-0.173	0.517	-1.4225	0.296	-0.0955	1.2127	0.1299	0.9416	-0.039	-0.9981	-0.9975	-1.1292	1.5679	-0.4759	-1.1325	-2.1755	0.0355	0.8226	0.3617	0.276	0.2971	1.4883	0.0943	-0.538	0.6331	-2.6341	0.5984	0.8746	-0.8644	1.0732	-0.3508	1.1194	0.5708	0.528	-0.2782	-0.5346	-1.4439
MAPK1|ERK2	1.1977	-1.2382	-0.5956	-0.6881	-1.2653	-0.1444	-0.8708	0.0587	-0.3901	-0.2754	-0.7032	-0.8959	1.7909	2.3559	1.8733	-0.5278	-0.6716	-0.1406	1.4237	0.5841	0.5082	-0.626	-1.0939	0.0584	-0.7215	-0.4975	0.4352	-0.6406	0.3742	-0.892	-0.7575	1.1095	1.1513	2.1795	-0.8971	0.8235	1.4144	-0.5773	1.089	-0.1396	-1.3297	-0.9729	0.6593	-1.2812	-0.2533
FN1|Fibronectin	1.1847	-1.5489	-0.9324	0.2528	-2.1494	-0.1464	-1.2307	2.0126	-0.2429	0.1943	-0.2273	-0.5136	0.6261	0.1505	-0.0471	-0.2437	0.315	1.6467	-0.7005	0.8332	-0.9159	-0.737	1.2515	0.3287	0.3296	-1.2374	-1.0894	-1.9278	0.6305	-0.0846	-0.4586	0.469	0.8738	0.0508	-1.1138	1.1079	0.7821	2.292	0.3645	-1.6935	-0.4179	-0.1529	1.2034	0.9934	-0.0816
FOXO3|FOXO3a	0.6894	2.385	0.8598	0.999	0.6043	0.1771	2.8239	-0.2556	-1.1238	-0.3524	-0.5233	0.2546	-0.1572	-1.2535	-0.6861	0.3039	1.0983	-0.8583	-0.9995	-1.9027	-0.5611	-0.5847	-0.632	-1.7727	0.5802	-0.2186	1.3181	0.6302	-0.2413	1.9539	0.4533	-1.1797	-0.1789	-0.7585	-0.3731	0.0961	-0.5945	-0.1115	-1.6174	1.0206	-0.3651	0.8284	-0.4403	0.4066	0.2591
GAB2|GAB2	1.032	-0.909	0.6583	-0.485	-0.7176	-0.1033	-0.2365	1.4854	-1.0559	1.2792	2.4305	-1.0399	0.0496	0.3439	-0.6015	-1.1991	-0.5778	-0.5601	0.6423	0.9992	-1.1475	-0.2477	0.8959	0.5938	0.2547	0.1637	-0.4478	-0.3556	1.6668	-0.0956	-0.116	0.9647	-0.7108	-1.9786	-0.4848	-1.2255	0.5532	1.6791	-0.613	-0.8829	-1.1117	1.0695	0.8833	-2.0107	1.2688
GATA3|GATA3	1.7833	1.6339	-0.2165	-0.2901	-0.3299	1.8864	1.7562	-1.598	-1.0028	1.9792	1.7786	0.6611	-0.6682	-0.4553	-0.79	0.5969	0.6293	-0.8484	-1.1292	0.5298	-0.6225	-0.7718	-1.0974	-1.2988	-0.2221	-0.6843	1.1302	0.6227	-0.6522	1.4419	-0.3956	0.9143	1.2035	-1.1084	-0.7955	-0.9958	-0.7271	0.6414	-0.7116	-0.2705	-0.5896	-0.4284	-0.6197	-0.4759	0.6069
GSK3A GSK3B|GSK3-alpha-beta	0.0929	-2.2226	0.4272	-1.4782	-0.4628	0.3126	-2.444	-0.8196	0.7087	1.9084	0.5361	-1.0511	-0.9263	0.6852	0.5114	0.0562	0.3255	0.5421	-0.5199	1.7227	1.0647	-0.9019	-0.5893	1.6548	-0.0847	0.8923	0.3342	-0.5799	-0.4988	-0.6211	-1.1991	1.2213	1.7009	-0.3913	0.1799	1.477	1.1915	-0.5065	-0.5463	-1.1564	0.5885	0.3172	-0.0036	-0.876	-0.572
GSK3A GSK3B|GSK3-alpha-beta_pS21_S9	-1.5638	-0.4943	-1.2581	-0.4866	0.6657	0.7712	-0.3035	-0.4973	1.4166	-0.1759	0.8826	0.9523	-1.0828	-0.3062	0.6162	0.7458	-0.2399	1.2313	-0.3527	0.8113	-0.8816	0.9305	-0.5967	1.7351	-1.0644	1.6117	1.7518	0.2646	-1.0002	-0.9405	-0.0581	-1.6128	-1.9627	1.3067	0.1631	-2.2703	1.1811	-0.8197	0.2275	-0.6876	0.0247	0.5888	0.1394	-0.2109	0.8486
ERBB2|HER2	0.5346	0.248	-0.8592	-0.087	-0.3133	-0.9764	0.3736	1.7879	-0.5371	0.3158	-2.1948	-0.5642	-0.6948	-0.916	0.0723	-0.3408	0.3266	0.3023	0.2748	-1.768	-0.3965	-1.0717	1.3759	-0.6221	0.5016	-0.5622	0.6551	-0.8932	-0.61	0.8941	-0.4744	-0.6215	0.7371	0.2667	0.0167	-1.6694	-0.1046	-0.076	-0.104	0.8598	0.3107	-0.0392	2.6974	0.8185	3.1269
ERBB2|HER2_pY1248	-0.4709	2.084	0.8859	0.0638	0.0373	-0.0602	3.2709	0.1482	-0.4877	-1.0261	-0.2998	-0.5304	0.0982	-1.6688	-1.0327	0.1571	0.1374	2.2038	-1.4622	-0.7615	-0.574	-0.5433	0.3074	-0.9999	0.2576	-0.7271	0.6309	-0.8059	0.085	1.6374	-0.291	-0.6164	-0.8282	-0.0664	-0.7528	-1.0676	-0.3691	-0.483	1.4315	0.9904	-0.6228	0.2694	-0.3765	0.6765	1.5518
ERBB3|HER3	-0.6224	0.0923	-0.2282	-0.6235	-0.6274	-0.6922	0.8118	0.3826	0.0774	-0.273	0.2294	-0.6349	1.475	-1.0863	-0.7402	-0.4259	1.793	-0.4102	-0.3491	-0.3567	-0.3391	-0.7301	-0.1065	-0.9012	2.4844	-1.0696	-0.2021	-0.1962	0.1138	-0.2018	-0.3508	-0.5105	-0.2858	-1.038	1.3697	0.4541	-0.9684	-0.2347	-0.7879	1.9324	-0.091	-0.4256	-0.3795	0.7414	3.9313
ERBB3|HER3_pY1298	-0.2725	-0.2727	-0.2665	0.9038	0.1568	-1.7706	0.1887	-1.3655	-0.8668	-1.3714	-0.4096	0.0566	0.144	0.9224	-0.595	-1.208	-0.3354	0.2731	0.2331	0.4228	1.5322	-0.1418	0.7103	2.6169	-0.6411	-0.534	-0.029	-0.1413	-1.7627	1.7202	0.2204	0.3461	-0.4075	-1.2971	-1.0407	0.0668	-1.2208	-0.2033	1.5577	0.7992	1.2098	0.9649	-0.6593	-0.5999	2.3668
HSPA1A|HSP70	0.7642	-0.6491	0.0205	0.7382	-0.735	-0.2941	0.2117	2.4026	-1.5972	-0.3248	-1.3831	-0.1773	2.2489	-0.6857	-0.2919	-1.1092	-0.1844	-1.0404	1.1434	-0.6521	-0.7619	-1.3877	0.508	-1.1821	1.3351	0.7107	-0.6171	0.2421	1.186	-0.4529	1.9425	-0.734	0.6572	-1.1516	-0.444	0.77	-1.7003	1.4266	0.0424	0.9241	-0.7717	0.9602	-0.0905	-0.0245	0.2082
IGFBP2|IGFBP2	-0.4847	-0.2049	-0.2711	-0.24	-0.6328	2.8353	0.9529	0.7281	-0.6832	-0.7174	0.1828	-0.4968	0.3314	-1.0427	-0.6441	-0.475	-0.3045	0.458	0.6683	-0.0897	0.7141	-0.7867	2.9741	-0.0868	-0.401	-1.1868	0.3763	-0.8122	0.0902	-0.27	-0.2301	-0.2824	0.2377	-0.1449	-0.5663	0.987	-0.9132	3.6569	-0.2941	0.1349	-0.5277	-0.0238	-1.0396	-0.4552	-1.0203
INPP4B|INPP4B	2.5987	1.8762	2.7689	0.7465	0.1552	0.0987	1.812	-1.4713	-0.7558	0.4693	-0.5181	-0.1305	-0.2306	-0.6651	-0.3262	-0.4949	0.3625	-0.68	0.4465	-0.7063	2.0095	-1.2304	0.2636	-1.2684	-0.0472	-1.0321	0.1902	-0.237	0.2064	1.6442	0.0051	-0.3843	-0.5341	-1.5108	-0.2863	-1.1691	-0.8962	-0.373	-0.9431	0.3096	-0.6427	0.1498	0.2502	-0.095	0.2655
IRS1|IRS1	0.2495	0.0948	0.0011	0.1319	-0.3015	-1.7098	-0.8407	-0.2384	1.1574	-0.1541	1.6321	-1.1404	-0.4459	2.2544	0.5786	-0.7786	0.8152	-1.8056	-1.3054	-1.1656	-0.34	0.6917	-0.0178	1.164	0.187	0.0788	0.6114	-0.4359	0.2857	0.7101	-0.4854	2.1067	-0.2403	3.0588	-0.1743	0.213	-0.4179	-1.3148	-1.3054	-0.1265	0.4388	-0.3427	0.13	-1.0775	-0.4263
MAPK8|JNK_pT183_Y185	0.0534	1.7821	0.5515	1.1873	-0.7999	-1.1536	1.8892	0.5076	-1.3095	-0.1926	-0.1027	0.3036	-0.5769	-1.7329	-0.7546	-0.2883	0.0328	0.0086	0.3708	-0.7984	-1.055	1.4388	-0.2695	0.6917	-0.2693	0.7357	-0.2641	0.1748	-0.2602	0.9242	0.275	-1.6129	-0.4678	-2.8008	0.2009	0.238	-0.9211	-0.0309	-0.7144	0.1847	-0.3437	0.611	0.3596	2.6724	1.5254
MAPK9|JNK2	-0.3892	-0.7863	0.2872	-0.315	0.1974	-0.2251	-0.9745	-2.9921	-0.142	-0.766	-0.0963	0.1225	0.2781	-0.0483	-0.4513	0.6994	0.9422	-0.5015	-0.6301	-0.2678	0.1251	3.1935	-0.3729	0.9793	0.528	1.0494	-0.3844	-0.6108	0.7364	0.1829	0.4748	0.6581	-2.2246	0.4326	0.945	-1.386	-0.1977	-1.9632	0.475	1.1436	1.5253	-0.2691	0.2597	0.8621	-0.1031
XRCC5|Ku80	0.5513	-0.3614	-0.8292	-1.6396	-1.4763	0.166	0.4075	-2.0398	-0.1328	0.8799	-0.4341	0.2271	0.32	-0.2308	1.2484	0.2263	-0.8911	0.2069	0.0476	1.4444	-0.8744	-0.3111	-1.7629	-1.0143	-0.3966	-0.7159	0.6763	-0.6656	0.7837	-0.0013	-0.044	2.4486	1.8353	0.7814	-0.8891	2.8517	0.4016	0.1048	0.1049	0.0732	0.5273	-0.2765	0.1392	-1.5123	0.046
LCK|Lck	0.4406	0.6534	1.5801	2.0896	0.8618	0.1198	0.243	1.9399	-1.5913	-0.8708	-1.6442	-0.1637	0.3054	0.5381	0.2912	-1.1018	-0.7907	-1.0505	-0.8758	-0.9706	-0.1698	-1.2954	0.3902	-0.8535	0.409	-0.9724	-0.1844	1.3741	-1.2049	0.4607	1.6701	0.1694	0.1732	-0.2724	0.2818	-0.3396	-1.884	1.2126	-1.5461	0.9916	-0.1353	0.0544	0.8124	1.4157	-0.5606
STK11|LKB1	-0.0983	-2.3039	1.6341	0.7084	-1.4026	-0.3925	-2.2532	0.649	-1.1757	1.401	-0.8868	-0.7874	-0.2459	0.1013	0.2348	-0.3038	0.8642	-0.9075	0.186	-1.2196	1.5198	-0.7874	1.4365	-0.7874	1.7366	0.5514	-0.5753	-0.3999	0.8651	-0.2202	-0.0099	-0.8832	1.2002	0.5697	0.839	1.8519	-0.5056	0.8122	-0.6825	0.3598	0.0494	0.1749	-0.0336	0.5574	-1.4403
MAPK1 MAPK3|MAPK_pT202_Y204	0.0685	0.6145	-0.2604	0.6518	-0.4556	-0.4558	1.3763	4.7123	0.0895	-0.4708	0.3298	-0.2388	0.8293	-0.8454	-0.6999	-0.395	0.051	1.0341	-1.2374	0.533	-0.8256	1.7131	1.644	-0.99	-0.1509	-0.9577	-0.0897	-0.5609	0.1291	0.4434	-0.1355	-0.7855	-0.68	-1.2147	-0.2074	-1.0934	-0.0485	-0.6083	-0.4729	0.419	-0.6712	0.5316	-0.4053	-0.1139	-0.1004
MAP2K1|MEK1	0.4623	-0.9164	0.3764	-0.8141	-1.3283	0.0739	0.2031	0.67	1.2139	0.008	0.8243	-2.1841	2.1506	-0.0422	-0.16	-0.5878	0.8075	0.9924	-1.4929	0.3597	-0.0679	0.6968	1.286	0.0918	0.874	0.4134	-0.2656	-1.7955	1.4526	-0.0303	-0.8681	0.5346	-2.7304	0.2783	1.0599	-0.5064	1.5104	-1.9628	-0.1955	-0.0471	-0.5691	-0.03	0.0602	0.1056	0.0891
MAP2K1|MEK1_pS217_S221	0.741	-2.023	-0.2258	2.1404	-0.5711	-1.089	-1.7715	3.4921	-0.4953	0.3958	-1.0042	0.0314	-0.2425	0.2485	0.5764	-0.7752	-0.3778	-0.6594	-0.6515	0.6103	1.1084	0.3374	2.1003	-0.5456	-0.2069	-0.4591	-1.0318	0.0358	0.1908	-0.2129	0.1101	-0.627	0.9087	-1.1828	0.1364	0.8942	-0.5305	0.9129	-0.1651	0.7329	-0.7238	0.8447	0.3065	-0.2499	-1.0335
ERRFI1|MIG-6	0.5935	1.5432	-1.0436	-0.8471	0.2603	0.9072	1.0465	-3.4977	-0.2127	1.5203	-1.1379	0.8233	-0.7611	0.3022	-0.3629	0.8917	0.5554	-0.1437	2.1753	-0.3209	0.1874	-0.9062	-1.931	-0.9928	-0.3031	-0.0426	1.0381	-0.4271	-0.1276	0.7187	-0.9273	-0.3136	0.8237	0.3305	-0.4596	1.2707	-0.0659	1.0817	0.6159	-0.5154	0.4079	-0.2182	-0.8707	0.4119	-1.0766
MRE11A|Mre11	0.8614	0.2456	1.382	2.1053	-0.1014	-0.6071	1.2571	0.5151	-1.5827	-0.2046	-0.8149	-0.4599	0.3	-0.3112	0.2756	-0.4426	-0.1076	-1.2709	-1.0693	-1.4964	0.5973	-1.1139	2.1879	-1.6663	1.2569	-0.6368	-0.1738	-0.4038	-0.1275	0.4818	0.6248	-0.5832	1.3512	-1.6536	0.2603	1.4218	-1.344	1.3185	-0.7454	0.9816	-0.7352	1.0477	-0.3851	0.4261	-0.8608
MTOR|mTOR	-0.1082	-2.6438	-0.9677	-1.3486	0.2748	1.7968	-1.5676	-0.0563	-0.1883	1.6519	0.9222	0.683	-0.1259	-0.7336	1.564	0.3452	0.2459	0.3897	1.7194	-0.0211	1.1348	0.446	-1.8745	-2.2587	0.3068	0.9924	-0.6024	0.3238	0.6222	-0.8254	-0.1918	0.4016	1.5881	-0.3632	0.5268	0.429	-0.0703	-0.9335	-1.0376	0.142	0.7317	-0.6253	-0.3339	-0.1408	-0.2196
MTOR|mTOR_pS2448	-1.0194	0.2486	-1.0514	-0.7811	0.6323	0.8572	0.9838	-0.2059	0.9014	-0.6458	0.7887	2.3599	-0.4617	-1.1139	0.042	0.8522	-0.6119	0.7263	-1.4023	0.2511	-1.1685	2.1382	-0.9879	-0.9576	-0.055	0.342	1.2578	0.8415	-0.7205	0.7734	1.0987	-0.1678	-0.9253	0.2487	0.1875	-2.2701	-0.8452	-1.8223	-0.1882	2.0069	-0.196	-0.6737	0.3707	0.1078	0.2549
CDH2|N-Cadherin	-0.2559	0.1285	-0.288	1.4951	1.1794	-0.5715	-0.2573	0.3877	-1.4804	-0.6831	-1.5667	0.9656	2.0614	0.6548	-0.0488	-0.9245	0.0024	-1.9349	1.9739	1.1021	-0.6044	0.807	1.2341	-2.011	0.0578	-0.4379	0.9167	0.6008	-1.3302	0.2568	1.5445	0.2102	-0.0324	0.6862	-0.0939	0.0513	-1.6854	-0.4201	-1.9202	0.7611	-0.176	0.2003	-0.2559	-0.2857	-0.0135
NFKB1|NF-kB-p65_pS536	0.1827	0.4936	-1.165	1.6401	0.1877	0.0571	0.1065	0.7683	0.7913	-0.7341	1.3307	-0.4956	-0.3058	-1.1353	-1.0117	-0.3502	-0.5956	-0.7041	0.5101	-0.8028	-1.4335	0.8279	0.4251	-0.7992	-0.8186	0.8715	0.4102	0.2909	-0.9298	-0.1723	0.6586	-1.405	-0.9781	2.3149	-0.0198	-0.53	-1.1315	0.2824	-1.5942	-0.1695	-0.7607	2.5457	-0.2273	1.7922	1.7822
NF2|NF2	-0.349	-0.0424	-0.641	-0.6529	-1.3296	-0.0424	-0.8234	-0.9085	-0.0653	-0.8285	-1.766	0.3452	-2.357	0.5509	1.8279	0.3818	0.2954	-0.4355	1.878	-1.1246	0.0816	-0.1036	-0.9426	-1.0035	-0.1938	-0.0424	0.0746	0.6536	0.5326	0.2638	1.5716	1.9027	2.3352	1.2002	-0.9945	0.5088	-0.2669	-0.2299	-0.6398	0.9747	-0.2422	-0.1253	0.1933	-1.0689	1.6479
NOTCH1|Notch1	0.1776	0.5072	0.6101	0.7162	-0.4608	-0.9333	1.4162	1.5409	0.3125	0.9568	-0.8066	-1.0421	-0.9002	-1.3397	-0.1243	0.0341	-0.3432	-0.9969	-1.2814	-1.965	-0.2685	-0.3753	-0.446	-0.9642	1.5764	-0.1798	0.2956	-0.7541	0.495	0.5551	0.6522	0.1107	-0.6526	-0.623	-0.0864	0.1405	-0.3882	-0.6265	-1.2928	0.2239	-0.3029	3.3066	2.2075	-0.0466	1.3651
CDH3|P-Cadherin	0.2299	1.4863	3.0409	0.0364	0.0872	-0.0207	2.0965	-2.127	-0.711	-0.5311	0.1992	-0.2911	1.9596	0.6001	-0.7819	-0.1971	0.3343	-0.7359	2.33	-1.0335	-0.2595	-0.7667	-0.2174	-1.4463	0.42	-1.1018	0.2118	-0.1892	-0.1853	1.0606	-0.0787	-0.3673	-0.41	-1.0466	-0.0834	-0.1998	-0.7681	1.3364	-1.0756	0.5492	0.2919	-0.2403	-0.7276	-0.2022	-0.4752
CDKN1B|p27	0.6707	-0.4515	0.6325	-0.6394	-0.1647	-1.2503	-0.2994	-2.2257	-0.9566	-0.4551	-0.0475	0.2126	-1.2247	1.133	0.023	-0.6038	1.0499	-0.342	0.4142	-2.1616	3.7048	-0.893	-0.3325	-0.0101	-0.497	-0.1143	0.9383	1.0599	0.8683	-0.6492	2.2883	0.0363	-0.1161	0.0529	-0.4645	0.5674	-0.533	0.4619	-0.8216	-0.365	0.3184	0.2598	-0.4237	0.8896	0.4606
CDKN1B|p27_pT157	0.6423	1.5264	1.7663	1.7352	0.256	-0.3075	2.6788	-2.4408	-0.7422	0.6391	-0.5268	0.1311	-0.144	-0.1177	0.2653	-0.3901	1.1792	-0.8625	-1.0621	-0.9472	0.7786	-1.0439	-0.1087	-1.327	0.3626	-0.9551	1.1529	-0.4826	0.3879	1.635	0.1378	-0.2036	0.224	-1.7795	-0.5585	-0.3572	-0.5701	-0.4773	-0.5695	1.1171	-0.0821	1.0895	-0.9789	-0.1842	-0.4859
MAPK14|p38_MAPK	1.5216	-2.018	1.2759	-0.3611	-0.883	-0.553	-1.624	-0.5853	0.144	0.6488	-0.2866	-0.1456	-1.844	-0.8125	2.7216	-0.8533	-1.143	0.3513	1.0968	1.3227	-0.4598	-0.0806	-0.7713	0.987	0.674	-0.8954	-0.0666	0.5512	0.0451	-1.8445	0.3293	-0.6471	1.4016	-0.6017	1.4552	-0.6561	-0.0566	1.0004	-0.2784	-0.0289	0.0668	0.6249	0.3013	-0.3666	1.3437
MAPK14|p38_pT180_Y182	-1.0072	-0.242	-0.8146	0.6445	-0.1466	0.5898	-0.5277	1.4618	0.17	-0.4637	-0.2525	1.4501	-0.9603	-1.9933	2.9549	-0.0974	-1.0743	1.0643	0.4728	0.7797	-1.6	1.3743	-0.3355	1.2767	-1.247	0.717	0.4602	0.0731	-1.1732	-0.648	0.3603	-1.5217	-0.5961	0.4732	-0.779	-1.2096	0.6313	-0.3653	0.7296	-0.2987	-0.9911	-0.373	0.6617	1.1479	1.2244
TP53|p53	0.1123	2.2997	1.21	0.0921	0.3771	0.2016	2.8755	-2.222	-0.8833	-0.1654	0.2942	0.3466	-0.104	-1.1518	-0.9299	0.2317	1.0449	-0.66	-0.9616	-1.6709	0.103	-0.6529	-0.9468	-1.4077	0.7305	-0.4617	1.0666	0.2703	0.1403	1.8187	0.2634	-0.7131	0.0467	-1.7346	0.0112	0.0879	0.2497	0.0085	-1.3783	1.1301	0.263	0.638	-0.4317	0.4638	0.0983
RPS6KB1|p70S6K	0.0935	-2.5441	0.1089	-0.7539	-0.3313	0.6877	-1.4462	-0.224	0.8451	1.1423	0.0506	-0.7816	-1.1737	-0.9339	1.6448	-0.2967	1.8498	-0.3906	1.3093	1.1025	-0.6763	-0.5576	0.0711	-0.5795	-0.1256	2.1524	-0.8491	0.4772	1.6756	-0.7056	-0.9625	-0.5419	1.1765	0.5812	2.0321	-0.1945	0.1664	-0.1033	0.8638	-0.2999	-0.1184	-0.7005	-0.8932	-1.0484	-0.7982
RPS6KB1|p70S6K_pT389	-0.357	1.7385	0.5303	0.062	1.7831	0.0894	2.3871	-0.613	-0.9304	-0.694	-0.0178	1.8928	-0.3001	-1.9962	-0.8407	-0.0256	1.1108	0.1025	-1.5358	-1.222	-0.0942	-0.4454	-0.1104	-1.3055	0.1502	0.9489	0.4873	1.2612	-0.0772	1.5131	0.3435	-1.0486	-0.0163	-0.8313	-0.0805	-1.4475	-1.1888	0.6225	-1.1117	0.9849	0.4453	1.2186	-0.76	-0.4733	-0.1484
RPS6KA1|p90RSK_pT359_S363	0.3973	1.4752	0.1501	1.6046	-0.1389	-0.0105	1.9371	0.3293	0.3949	1.6909	0.4799	-0.0212	0.7761	-1.2056	-0.9911	0.1321	-0.5811	-0.7853	-1.3254	-1.0454	-1.5385	0.1249	0.9168	-1.6844	0.5252	-1.2335	-0.2578	0.3572	-0.1463	0.7912	0.8121	-0.3393	0.0855	-1.8356	-0.5423	-0.4565	-1.0478	1.2076	-1.0192	2.7107	-0.8436	0.9136	-0.4286	-0.1345	-0.1997
SERPINE1|PAI-1	-0.3942	-0.6112	-0.5628	-0.1045	-0.94	-0.9145	-0.0669	1.4472	0.5251	-0.838	-0.3446	-1.0784	3.1273	-0.0018	0.1557	1.4427	-0.2423	1.7895	1.4469	0.1216	-0.874	-0.8145	2.4005	0.3032	-0.6035	-1.1039	0.0331	-0.9059	-0.4656	-0.2818	-0.8575	0.5724	-0.6804	-0.5951	-0.3447	1.4662	-0.5664	-0.2938	1.7544	0.6036	-0.6053	-0.8705	-0.8092	0.4847	-0.903
PXN|Paxillin	-0.5447	-1.1376	0.5439	-0.3083	0.2289	-0.732	-1.2507	0.2243	1.539	-1.2277	0.1919	0.5927	0.2795	-1.5787	-0.5717	-0.5839	0.6893	0.5519	0.7379	1.1472	1.0205	-0.7214	-0.6804	-0.8552	-0.6891	0.0233	-0.3884	0.4375	0.6754	0.2667	0.0343	-1.3249	-1.3308	0.3016	3.3083	-0.8258	-1.9741	-1.2859	1.0317	0.157	1.4953	1.0608	0.9813	0.593	-0.1019
PCNA|PCNA	-0.6912	0.365	1.3551	-0.6095	-0.4096	-0.2894	0.641	-1.8271	-0.4914	-0.5327	-0.6145	-0.3222	0.3918	1.3271	-0.4862	0.4619	0.8253	0.2015	-0.9912	-1.2592	1.5192	-1.0829	-1.363	-0.0067	0.6324	-0.8106	0.2547	-0.4816	0.2178	0.9881	-0.8087	0.3531	1.2262	-1.5815	0.8447	3.19	-0.0974	-1.0431	-0.2995	0.5246	1.8577	-0.0813	0.4776	0.2363	-1.7107
PDK1|PDK1_pS241	-0.1315	-1.5627	0.7605	-0.4553	1.2887	0.9085	-1.9687	-1.2677	1.0471	-0.1105	-2.5449	1.5028	-2.0711	-0.4535	0.4749	0.8765	0.7793	-0.3308	-0.0639	-0.1203	0.8932	0.1512	-0.7395	1.5787	-0.2963	-0.5849	-0.9525	-0.3102	-0.3564	-0.4011	-1.1721	-1.5707	0.7608	1.2964	0.2428	0.3898	0.7883	0.8538	1.033	0.128	1.6065	0.3776	-0.3715	0.5617	-0.4639
